Drug Code,Generic Name,Unit Size,Mrp,Group Name,Map_id,Text,Product Information,Price
574,"Rabies Vaccine, Human IP",1 ml,Under Process,Anti-Rabies,9,Rabies,,325.0
574,"Rabies Vaccine, Human IP",1 ml,Under Process,Anti-Rabies,9,Rabivax-S,,398.0
574,"Rabies Vaccine, Human IP",1 ml,Under Process,Anti-Rabies,9,Sure Rab,,336.0
593,"Folic Acid 15mg, Cyanocobalamine 500mcg and Nicotinamide 200mg Injection",10 ML,Under Process,Supplement/Vitamin/Mineral,10,Vitcofol,,37.0
593,"Folic Acid 15mg, Cyanocobalamine 500mcg and Nicotinamide 200mg Injection",10 ML,Under Process,Supplement/Vitamin/Mineral,10,Unifol,,11.0
593,"Folic Acid 15mg, Cyanocobalamine 500mcg and Nicotinamide 200mg Injection",10 ML,Under Process,Supplement/Vitamin/Mineral,10,Vitcopride,,95.0
645,"Nimesulid 100mg, Paracetamol 325mg and Chlorzoxazone 375mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,12,Tromanil MR,,50.0
645,"Nimesulid 100mg, Paracetamol 325mg and Chlorzoxazone 375mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,12,Nicip MR,,106.0
645,"Nimesulid 100mg, Paracetamol 325mg and Chlorzoxazone 375mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,12,Nedolide MR,,65.0
645,"Nimesulid 100mg, Paracetamol 325mg and Chlorzoxazone 375mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,12,Troma MR,,42.0
645,"Nimesulid 100mg, Paracetamol 325mg and Chlorzoxazone 375mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,12,Nifen MR,,30.0
645,"Nimesulid 100mg, Paracetamol 325mg and Chlorzoxazone 375mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,12,Dolide MR,,49.0
645,"Nimesulid 100mg, Paracetamol 325mg and Chlorzoxazone 375mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,12,Efnim MR,,65.0
645,"Nimesulid 100mg, Paracetamol 325mg and Chlorzoxazone 375mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,12,Sanzox,,47.0
645,"Nimesulid 100mg, Paracetamol 325mg and Chlorzoxazone 375mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,12,Nuzox Forte,,55.0
1231,Vitamin E Acetate 200mg and Levocarnitine 150mg Tablets,10's,Under Process,Supplement/Vitamin/Mineral,16,Evion LC,,56.0
1231,Vitamin E Acetate 200mg and Levocarnitine 150mg Tablets,10's,Under Process,Supplement/Vitamin/Mineral,16,Carion-E,,205.0
1231,Vitamin E Acetate 200mg and Levocarnitine 150mg Tablets,10's,Under Process,Supplement/Vitamin/Mineral,16,Zevion LC,,45.0
1231,Vitamin E Acetate 200mg and Levocarnitine 150mg Tablets,10's,Under Process,Supplement/Vitamin/Mineral,16,Orsivit LC,,45.0
1479,Canagliflozin Tablets 100 mg,10's,Under Process,Anti-Diabetic,17,Invokana 100mg Tablet,"Invokana 100mg Tablet is used alone or in combination with other medicines to treat type 2 diabetes mellitus. It helps control the high blood sugar levels seen in diabetes. This reduces the chances of serious complications of diabetes and also helps prevent heart disease.

Invokana 100mg Tablet can be taken with or without food at any time of day but you should try to take it at the same time every day. The dose will be decided by your doctor. Do not stop taking it without asking your doctor. If you do, your blood sugar levels may increase and put you at risk of serious complications like kidney damage and blindness. This medicine is only part of a treatment program that should include a healthy diet, regular exercise, and weight reduction as advised by your doctor.

The most common side effects of this medicine include fungal infection of the vagina, urinary tract infection, and frequent urge to urinate. It may cause the body to lose too much water. Drink plenty of fluids to prevent dehydration. Maintaining good hygiene can help prevent fungal infections in the genital area.

Before taking this medicine, inform your doctor if you have any kidney or liver problems or a urinary tract infection or if you are on water pills (diuretics). Pregnant or breastfeeding women should also consult their doctor before taking it. Avoid excessive alcohol intake while taking it as this may increase the risk of developing some side effects. Monitor your blood sugar levels regularly while taking this medicine.",
1486,Propranolol Capsules 40 mg,10's,Under Process,Cardiovascular System (CVS),18,Inderal 40 Tablet,"Inderal 40 Tablet helps decrease anxiety and relieve tremors. It is also used to help prevent migraine, heart-related chest pain (angina), and bleeding in the stomach caused by high blood pressure in the liver (portal hypertension).

Inderal 40 Tablet may also be used to treat high blood pressure and some types of abnormal heartbeat (arrhythmia). The dose will depend on what you are being treated for and how you respond to the medicine. You should always take it as prescribed by the doctor. It should be taken on an empty stomach and at about the same time each day. You should keep taking it even if you feel well, as you are still getting the benefits. If you stop taking it suddenly, your condition may worsen.

The most common side effects are tiredness, weakness cold fingers and toes (Raynaud phenomenon), irregular or slow heartbeat, numbness in your fingers, and breathlessness. You may also experience nausea, vomiting, and diarrhea. Talk to your doctor if the side effects bother you or do not go away. Most side effects are short-lived and improve as your body gets used to the medicine.

You should not use this medicine if you have asthma, very slow or uneven heartbeats, or a serious heart condition, including heart failure. Talk to your doctor before taking it if you have kidney or liver problems or chronic obstructive pulmonary disease (COPD). In terms of lifestyle, alcohol may affect the way this medicine works and should be avoided. You should not drive if this medicine makes you feel dizzy. Ask your doctor whether it is safe to take this medicine if you are pregnant or breastfeeding.",
1495,"Aceclofenac 100mg, Paracetamol 325mg and Tizanidine 2mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,20,Movon-MR,,78.0
1495,"Aceclofenac 100mg, Paracetamol 325mg and Tizanidine 2mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,20,Alcinac MR,,75.0
1495,"Aceclofenac 100mg, Paracetamol 325mg and Tizanidine 2mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,20,Anprox-MR,,38.0
1495,"Aceclofenac 100mg, Paracetamol 325mg and Tizanidine 2mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,20,Acenova,,22.0
1495,"Aceclofenac 100mg, Paracetamol 325mg and Tizanidine 2mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,20,Accetiz P,,62.0
1495,"Aceclofenac 100mg, Paracetamol 325mg and Tizanidine 2mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,20,Acedo MR,,45.0
1495,"Aceclofenac 100mg, Paracetamol 325mg and Tizanidine 2mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,20,Ntdol MR,,71.0
1495,"Aceclofenac 100mg, Paracetamol 325mg and Tizanidine 2mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,20,Alcinac MRX,,200.0
1495,"Aceclofenac 100mg, Paracetamol 325mg and Tizanidine 2mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,20,Acwan P TZ,,61.0
1529,Bimatoprost Ophthalmic Solution 0.01% w/v,3 ml,Under Process,Opthalmic/Otic,23,Lumigan 0.01% Ophthalmic Solution,"Lumigan 0.01% Ophthalmic Solution is a medicine used to reduce pressure in the eyes in adults with glaucoma and high pressure in the eye. If the pressure in your eye is too high it can damage your sight, potentially leading to blindness. It works by helping fluid flow from inside the eye into the blood.

Lumigan 0.01% Ophthalmic Solution is suitable for adults and children and can be used by itself or in combination with other eye medicines to reduce pressure. Follow the instructions given by your doctor and use this medicine regularly to get the most benefit. If you stop using it, pressure in the eye could increase and damage your sight. Never use a bottle if the seal is broken before you use it for the first time. Make sure you remove contact lenses if you wear them and wait for at least 15 minutes before putting them back.

The most common side effects of this medicine include conjunctival hyperemia and eye itching. If you get any side effects, talk to your doctor. They may be able to tell you ways of reducing or preventing some side effects or suggest another treatment. If your vision is blurred or you have other changes in sight for a time, do not drive until your vision is clear. This is usually a short term side effect.",
1532,Botulinum Toxin Type A 100 IU,1 Vial,Under Process,Central Nervous System (CNS),24,Boto Genie 100IU Injection,"Boto Genie 100IU Injection is used in the treatment of overactive bladder, cervical dystonia, muscle spasm, and to prevent migraine. It treats muscle stiffness in the elbow, wrist, fingers, ankle, and toe muscles in adults. It also reduces the symptoms of severe underarm sweating.

Boto Genie 100IU Injection is a prescription medicine that must be administered by a healthcare professional. You must receive the exact dose of it as per the prescription. An overdose of this medicine may have serious side effects on the body.

The common side effects of this medicine are injection site pain, tiredness, Eye dryness, difficulty in swallowing, bruising, and skin rash. It may also cause injection site reactions such as redness, pain, and swelling in some people. The medicine can safely be used in children.

Before taking this medicine, it is important to consult your doctor if you have any ongoing medication for any underlying disease. Pregnant and breastfeeding women must inform the doctor prior to the initiation of this treatment.",13013.0
1539,Calcium Gluconate 50mg and Calcium Lactobionate 87.5mg Injection,10 ml,Under Process,Ortho,25,Calcium Sandoz Injection,"Calcium Sandoz Injection is prescription medicine having a combination of medicines that is used in the treatment of calcium deficiency. This medicine helps in improving the strengthening of the bones.

Calcium Sandoz Injection injection is administered under the supervision of a healthcare professional. You are not advised to self administer this injection. Inform your doctor if you have any known allergy from this medication.

You may experience symptoms of injection site reactions such as redness, swelling, and pain. Usually, they go away with time but if these symptoms persist for a longer duration, please consult your doctor. Inform your doctor if you are suffering from any disease or are taking any medicines.",
1587,Colistin Sulphate Oral Suspension IP 12.5 mg per 5ml,30 ml,Under Process,Antibiotic,27,Walamycin,,62.0
1587,Colistin Sulphate Oral Suspension IP 12.5 mg per 5ml,30 ml,Under Process,Antibiotic,27,Xylistin Forte Plus,,3081.0
1587,Colistin Sulphate Oral Suspension IP 12.5 mg per 5ml,30 ml,Under Process,Antibiotic,27,Colistop,,54.0
1587,Colistin Sulphate Oral Suspension IP 12.5 mg per 5ml,30 ml,Under Process,Antibiotic,27,GD Safe,,38.0
1587,Colistin Sulphate Oral Suspension IP 12.5 mg per 5ml,30 ml,Under Process,Antibiotic,27,Bestomycin,,56.0
1587,Colistin Sulphate Oral Suspension IP 12.5 mg per 5ml,30 ml,Under Process,Antibiotic,27,Colinem Forte,,2112.0
1587,Colistin Sulphate Oral Suspension IP 12.5 mg per 5ml,30 ml,Under Process,Antibiotic,27,Polymxe,,769.0
1587,Colistin Sulphate Oral Suspension IP 12.5 mg per 5ml,30 ml,Under Process,Antibiotic,27,Harmless,,31.0
1587,Colistin Sulphate Oral Suspension IP 12.5 mg per 5ml,30 ml,Under Process,Antibiotic,27,Unilistin,,780.0
1588,"Collagen Peptide(Type I) 40mg, Sodium Hyaluronate 30mg, Chondroitin Sulfate 200mg and Vitamin C 35mg Tablets",10's,Under Process,Supplement/Vitamin/Mineral,28,Tendolife,,290.0
1588,"Collagen Peptide(Type I) 40mg, Sodium Hyaluronate 30mg, Chondroitin Sulfate 200mg and Vitamin C 35mg Tablets",10's,Under Process,Supplement/Vitamin/Mineral,28,Collavax,,240.0
1588,"Collagen Peptide(Type I) 40mg, Sodium Hyaluronate 30mg, Chondroitin Sulfate 200mg and Vitamin C 35mg Tablets",10's,Under Process,Supplement/Vitamin/Mineral,28,Tendovisc,,230.0
1588,"Collagen Peptide(Type I) 40mg, Sodium Hyaluronate 30mg, Chondroitin Sulfate 200mg and Vitamin C 35mg Tablets",10's,Under Process,Supplement/Vitamin/Mineral,28,Tendogem,,170.0
1588,"Collagen Peptide(Type I) 40mg, Sodium Hyaluronate 30mg, Chondroitin Sulfate 200mg and Vitamin C 35mg Tablets",10's,Under Process,Supplement/Vitamin/Mineral,28,Amiflex,,210.0
1588,"Collagen Peptide(Type I) 40mg, Sodium Hyaluronate 30mg, Chondroitin Sulfate 200mg and Vitamin C 35mg Tablets",10's,Under Process,Supplement/Vitamin/Mineral,28,Tendoflam,,230.0
1588,"Collagen Peptide(Type I) 40mg, Sodium Hyaluronate 30mg, Chondroitin Sulfate 200mg and Vitamin C 35mg Tablets",10's,Under Process,Supplement/Vitamin/Mineral,28,Tendoryt,,269.0
1588,"Collagen Peptide(Type I) 40mg, Sodium Hyaluronate 30mg, Chondroitin Sulfate 200mg and Vitamin C 35mg Tablets",10's,Under Process,Supplement/Vitamin/Mineral,28,Tendoachilles,,180.0
1588,"Collagen Peptide(Type I) 40mg, Sodium Hyaluronate 30mg, Chondroitin Sulfate 200mg and Vitamin C 35mg Tablets",10's,Under Process,Supplement/Vitamin/Mineral,28,Cartibind,,284.0
1589,"Combipack of Clarithromycin 500mg Tablets, Pantoprazole 40mg Tablets and Amoxycillin 750mg Tablets",6's,Under Process,Gastrointestinal (GIT),29,Pantocid HP,,218.0
1589,"Combipack of Clarithromycin 500mg Tablets, Pantoprazole 40mg Tablets and Amoxycillin 750mg Tablets",6's,Under Process,Gastrointestinal (GIT),29,Pantop HP,,199.0
1589,"Combipack of Clarithromycin 500mg Tablets, Pantoprazole 40mg Tablets and Amoxycillin 750mg Tablets",6's,Under Process,Gastrointestinal (GIT),29,Captiva CA,,145.0
1589,"Combipack of Clarithromycin 500mg Tablets, Pantoprazole 40mg Tablets and Amoxycillin 750mg Tablets",6's,Under Process,Gastrointestinal (GIT),29,Set HP,,199.0
1589,"Combipack of Clarithromycin 500mg Tablets, Pantoprazole 40mg Tablets and Amoxycillin 750mg Tablets",6's,Under Process,Gastrointestinal (GIT),29,My-HP,,257.0
1589,"Combipack of Clarithromycin 500mg Tablets, Pantoprazole 40mg Tablets and Amoxycillin 750mg Tablets",6's,Under Process,Gastrointestinal (GIT),29,Creol-HP,,250.0
1589,"Combipack of Clarithromycin 500mg Tablets, Pantoprazole 40mg Tablets and Amoxycillin 750mg Tablets",6's,Under Process,Gastrointestinal (GIT),29,Biopeg-HP,,180.0
1589,"Combipack of Clarithromycin 500mg Tablets, Pantoprazole 40mg Tablets and Amoxycillin 750mg Tablets",6's,Under Process,Gastrointestinal (GIT),29,Pantolime-HP,,199.0
1589,"Combipack of Clarithromycin 500mg Tablets, Pantoprazole 40mg Tablets and Amoxycillin 750mg Tablets",6's,Under Process,Gastrointestinal (GIT),29,Neo-Hp,,190.0
1600,Diosmin Tablets 500 mg (Micronised),10's,Under Process,Chronic Venous Insufficiency (CVI),30,Daflon 500 mg Tablet,"Daflon 500 mg Tablet is a combinational medicine used in the treatment of varicose veins and acute and chronic piles (hemorrhoids). It improves blood flow in the veins and restores its function.

Daflon 500 mg Tablet can be taken with or without food in a dose and duration as advised by the doctor. You should keep taking this medicine for as long as your doctor recommends. If you stop treatment too early your symptoms may come back and your condition may worsen.

The most common side effects are itching, stomach pain, nausea, vomiting, indigestion, and dizziness. Most of these are temporary and usually resolve with time. Contact your doctor straight away if you are at all concerned about any of these side effects. This medicine may also cause diarrhea, so it is better to take plenty of fluids while taking this medicine as it may help to prevent dehydration. Lifestyle modifications like reducing smoking, increasing exercise and a healthy diet will help you to get better results.

Pregnant or breastfeeding women should consult their doctor before taking this medicine. You should let your doctor know if you have liver or kidney heart problems. Let your doctor know about all other medications you are taking as some may affect, or be affected by this medicine.",
1609,Empagliflozin Tablets 100 mg,10's,Under Process,Anti-Diabetic,31,Jardiance 10mg Tablet,"Jardiance 10mg Tablet is used alone or in combination with other medicines to treat type 2 diabetes mellitus. It helps control the high blood sugar levels seen in diabetes. This reduces the chances of serious complications of diabetes and also helps prevent heart disease.

Jardiance 10mg Tablet can be taken with or without food at any time of day but you should try to take it at the same time every day. The dose will be decided by your doctor. Do not stop taking it without asking your doctor. If you do, your blood sugar levels may increase and put you at risk of serious complications like kidney damage and blindness. This medicine is only part of a treatment program that should include a healthy diet, regular exercise, and weight reduction as advised by your doctor.

The most common side effects of this medicine include nausea, frequent urge to urinate, increased thirst, urinary tract infections, vaginal yeast infection, joint pain, and hypoglycemia (low blood sugar levels). It may cause the body to lose too much water. Hence, drink plenty of fluids to stay hydrated and to overcome the medicine side effects. Some people may develop fungal infections in the genital area. Maintaining good hygiene can help prevent this.

Before taking this medicine, inform your doctor if you have any kidney or liver problems or a urinary tract infection or if you are on water pills (diuretics). Pregnant or breastfeeding women should also consult their doctor before taking it. Avoid excessive alcohol intake while taking it as this may increase the risk of developing some side effects. Monitor your blood sugar levels regularly while taking this medicine.",
1610,Empagliflozin Tablets 25 mg,10's,Under Process,Anti-Diabetic,32,Jardiance 25mg Tablet,"Jardiance 25mg Tablet is used alone or in combination with other medicines to treat type 2 diabetes mellitus. It helps control the high blood sugar levels seen in diabetes. This reduces the chances of serious complications of diabetes and also helps prevent heart disease.

Jardiance 25mg Tablet can be taken with or without food at any time of day but you should try to take it at the same time every day. The dose will be decided by your doctor. Do not stop taking it without asking your doctor. If you do, your blood sugar levels may increase and put you at risk of serious complications like kidney damage and blindness. This medicine is only part of a treatment program that should include a healthy diet, regular exercise, and weight reduction as advised by your doctor.

The most common side effects of this medicine include nausea, frequent urge to urinate, increased thirst, urinary tract infections, vaginal yeast infection, joint pain, and hypoglycemia (low blood sugar levels). It may cause the body to lose too much water. Hence, drink plenty of fluids to stay hydrated and to overcome the medicine side effects. Some people may develop fungal infections in the genital area. Maintaining good hygiene can help prevent this.

Before taking this medicine, inform your doctor if you have any kidney or liver problems or a urinary tract infection or if you are on water pills (diuretics). Pregnant or breastfeeding women should also consult their doctor before taking it. Avoid excessive alcohol intake while taking it as this may increase the risk of developing some side effects. Monitor your blood sugar levels regularly while taking this medicine.",
1614,"Ergotamine 1mg, Caffeine 100mg, Paracetamol 250mg and Prochlorperazine 2.5mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,33,Vasograin,,135.0
1614,"Ergotamine 1mg, Caffeine 100mg, Paracetamol 250mg and Prochlorperazine 2.5mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,33,NT Grain,,40.0
1614,"Ergotamine 1mg, Caffeine 100mg, Paracetamol 250mg and Prochlorperazine 2.5mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,33,Livigrain,,50.0
1614,"Ergotamine 1mg, Caffeine 100mg, Paracetamol 250mg and Prochlorperazine 2.5mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,33,Maygrain,,79.0
1614,"Ergotamine 1mg, Caffeine 100mg, Paracetamol 250mg and Prochlorperazine 2.5mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,33,Vermegain,,127.0
1614,"Ergotamine 1mg, Caffeine 100mg, Paracetamol 250mg and Prochlorperazine 2.5mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,33,Coolgrain,,170.0
1614,"Ergotamine 1mg, Caffeine 100mg, Paracetamol 250mg and Prochlorperazine 2.5mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,33,Migraneck,,285.0
1614,"Ergotamine 1mg, Caffeine 100mg, Paracetamol 250mg and Prochlorperazine 2.5mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,33,Migrafen,,120.0
1614,"Ergotamine 1mg, Caffeine 100mg, Paracetamol 250mg and Prochlorperazine 2.5mg Tablets",10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,33,Mygrain,,45.0
1615,Erythromycin Estolate Tablets 500 mg,10's,Under Process,Antibiotic,34,Erythromycin Estol 500mg Tablet,"Erythromycin Estol 500mg Tablet is an antibiotic used to treat various types of infections. It is effective in most infections of the respiratory tract, ear, nose, throat, lungs, and skin. It stops the bacteria from growing, which helps to resolve the symptoms and cures the infection.

Erythromycin Estol 500mg Tablet is taken orally, preferably either one hour before or 2 hours after a meal. It is best absorbed when taken on an empty stomach. It should be used regularly at evenly spaced time intervals as prescribed by your doctor. Do not skip any doses and finish the full course of treatment even if you feel better. Stopping the medicine too early may lead to the infection returning or worsening.

Commonly seen side effects seen with this medicine include vomiting, nausea, pain in the abdomen, and diarrhea. These are usually temporary and subside with the completion of treatment. Consult your doctor if you find these side effects do not resolve or persist for a longer duration.

Inform your doctor if you have any previous history of allergy or heart problems before taking this medicine. Pregnant or breastfeeding women should consult their doctor before using this medicine.",1810.0
1616,"Etophylline 231mg (Sustained Release), Theophylline 69mg (Sustained Release) and Montelukast 10mg Tablets",10's,Under Process,Respiratory,35,Deriphyllin M,,201.0
1616,"Etophylline 231mg (Sustained Release), Theophylline 69mg (Sustained Release) and Montelukast 10mg Tablets",10's,Under Process,Respiratory,35,Levoice-ET,,145.0
1624,Flupentixol 0.5mg and Melitracen 10mg Tablets,10's,Under Process,Central Nervous System (CNS),37,Placida,,79.0
